ISIN,Name,Type,Region,Country,Country_Code,ETF_Provider,ETF_Subtype,Distribution,Currency_Name,Is_ADR,Page,Search_Key
CA45868C1095,Interfor,Stock,North America,Canada,CA,,,Unknown,CAD,False,40,interfor
CA4589774021,Intermap Technologies,Stock,North America,Canada,CA,,,Unknown,CAD,False,40,intermap technologies
CA4591211095,International Batt. Metals,Stock,North America,Canada,CA,,,Unknown,CAD,False,40,international batt. metals
CA4598201065,International Lithium,Stock,North America,Canada,CA,,,Unknown,CAD,False,40,international lithium
CA45986N2014,International Metals Min.Corp. Registered Shares o.N.,Stock,North America,Canada,CA,,,Unknown,CAD,False,40,international metals min.corp. registered shares o.n.
CA46016U1084,Intl. Petroleum,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,intl. petroleum
CA46050R1029,International Tower Hill,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,international tower hill
CA4622024095,IONIC BRANDS CORP.,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,ionic brands corp.
CA4629231032,Ironman International,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,ironman international
CA46500E8678,IsoEnergy Ltd. Registered Shares New o.N.,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,isoenergy ltd. registered shares new o.n.
CA46579R1047,Ivanhoe Mines,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,ivanhoe mines
CA46604F1099,Izotropic,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,izotropic
CA4663913073,Jackpot Digital,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,jackpot digital
CA47009M8896,Jaguar Mining,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,jaguar mining
CA4707481046,Jamieson Wellness,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,jamieson wellness
CA47200C1023,Jaxon Mining,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,jaxon mining
CA47208P1053,Jayden Resources,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,jayden resources
CA4763392053,Jericho Energy Ventures,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,jericho energy ventures
CA4779161005,JIVA Technologies,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,jiva technologies
CA47817E1034,Johnson & Johnson (CDR),Stock,North America,Canada,CA,,,Unknown,CAD,False,41,johnson & johnson (cdr)
CA48113W1023,Journey Energy,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,journey energy
CA48222R1010,Juva Life,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,juva life
CA48243M1077,K-Bro Linen,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,k-bro linen
CA48600A1003,Katipult Technology,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,katipult technology
CA48978L1004,Kenorland Minerals,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,kenorland minerals
CA4925371052,Kesselrun Resources,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,kesselrun resources
CA4932711001,Keyera,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,keyera
CA49374L3065,Khiron Life Sciences,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,khiron life sciences
CA49448Q1090,Kinaxis,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,kinaxis
CA4947261026,King Copper Discovery Corp. Registered Shares o.N.,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,king copper discovery corp. registered shares o.n.
CA49571M5037,Kingfisher Metals,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,kingfisher metals
CA4957802073,Kingman Minerals,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,kingman minerals
CA4967423050,Kingsview Minerals Ltd. Registered Shares New o.N.,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,kingsview minerals ltd. registered shares new o.n.
CA4969024047,Kinross Gold,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,kinross gold
CA4972522052,Kiplin Metals,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,kiplin metals
CA49804N1042,Kits Eyecare,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,kits eyecare
CA49836K1021,Kiwetinohk Energy,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,kiwetinohk energy
CA4987222060,Klondike Silver,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,klondike silver
CA4989033010,Klondike Gold,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,klondike gold
CA4990531069,Knight Therapeutics,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,knight therapeutics
CA4991131083,K92 Mining,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,k92 mining
CA4998911099,Kobrea Exploration,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,kobrea exploration
CA50012K1066,Kodiak Copper,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,kodiak copper
CA50046B2057,Komo Plant Based Foods,Stock,North America,Canada,CA,,,Unknown,CAD,False,41,komo plant based foods
CA50050C1077,Kontrol Energy,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,kontrol energy
CA5005838365,Kootenay Silver,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,kootenay silver
CA50067J2020,Koryx Copper,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,koryx copper
CA50067K3082,Kore Mining Ltd. Registered Shares New o.N.,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,kore mining ltd. registered shares new o.n.
CA50077N1024,Kraken Robotics,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,kraken robotics
CA50117M1068,K2 Gold,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,k2 gold
CA5013771053,Kutcho Copper,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,kutcho copper
CA50149R1073,Kuya Silver,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,kuya silver
CA5021541076,LQWD Technologies,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,lqwd technologies
CA50543R1091,Labrador Gold,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,labrador gold
CA50732M1014,Lahontan Gold,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,lahontan gold
CA5109151012,Lake Victoria Gold,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,lake victoria gold
CA51440M1023,Lancaster Resources,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,lancaster resources
CA5166831092,Lara Exploration,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,lara exploration
CA51669T1012,Laramide Resources,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,laramide resources
CA5170971017,Largo,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,largo
CA5179071017,Lassonde Industries,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,lassonde industries
CA51925D1069,Laurentian Bank of Canada,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,laurentian bank of canada
CA52171T1003,Leading Edge Materials,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,leading edge materials
CA52426X2032,Leef Brands,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,leef brands
CA52475E1060,Legible,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,legible
CA5249372080,Legend Power Systems,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,legend power systems
CA52637M1032,Leocor Mining Inc. Registered Shares o.N.,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,leocor mining inc. registered shares o.n.
CA5266813099,LeoNovus,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,leonovus
CA5266821092,Leon's Furniture,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,leon's furniture
CA5273691025,Leviathan Metals Corp. Registered Shares o.N.,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,leviathan metals corp. registered shares o.n.
CA5274241051,Levitee Labs,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,levitee labs
CA53000A1066,Li-FT Power,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,li-ft power
CA53044R8839,Liberty Defense,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,liberty defense
CA53056H1047,Liberty Gold,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,liberty gold
CA53155T1084,LibertyStream Infrastr.Par.Inc Registered Shares o.N.,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,libertystream infrastr.par.inc registered shares o.n.
CA53160R1055,Libra Energy Materials Inc. Registered Shares o.N.,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,libra energy materials inc. registered shares o.n.
CA53184C1005,Life & Banc Split,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,life & banc split
CA53228D2059,Lifeist Wellness,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,lifeist wellness
CA53229C1077,Lightspeed Commerce,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,lightspeed commerce
CA53229R1047,Light AI,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,light ai
CA53278L1076,Linamar,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,linamar
CA53359R2054,Lincoln Gold Mining Inc. Registered Shares o.N.,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,lincoln gold mining inc. registered shares o.n.
CA53567A1012,Linear Minerals,Stock,North America,Canada,CA,,,Unknown,CAD,False,42,linear minerals
CA53620R1091,Lion Copper And Gold,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,lion copper and gold
CA5362161047,Lion One Metals,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,lion one metals
CA5362211040,Lion Electric,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,lion electric
CA5362502026,Lion Rock Resources,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,lion rock resources
CA5368071000,Lithium One Metals,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,lithium one metals
CA53680T1021,Lithium Energi Expl,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,lithium energi expl
CA53680U1093,Lithium South Development,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,lithium south development
CA53680V1076,Lithium Ionic,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,lithium ionic
CA53680W1059,Lithium Royalty,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,lithium royalty
CA53680X1033,Lithium ION Energy,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,lithium ion energy
CA53681G1090,Lithium Chile,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,lithium chile
CA53681J1030,Lithium Americas,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,lithium americas
CA53681T1012,LithiumBank Resources,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,lithiumbank resources
CA5394811015,Loblaw,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,loblaw
CA5408991019,Logan Energy,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,logan energy
CA54163Q8056,Lomiko Metals,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,lomiko metals
CA54180A1066,LONCOR GOLD INC.,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,loncor gold inc.
CA5443122000,Los Andes Copper,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,los andes copper
CA54571C1095,Lotus Creek Exploration Inc. Registered Shares o.N.,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,lotus creek exploration inc. registered shares o.n.
CA54928Q1081,Lucara Diamond,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,lucara diamond
CA54929M1068,Luca Mining,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,luca mining
CA5495465059,Lucky Minerals Inc. Registered Shares o.N.,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,lucky minerals inc. registered shares o.n.
CA5503711080,Lundin Gold,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,lundin gold
CA5503721063,Lundin Mining,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,lundin mining
CA5504353098,Lupaka Gold,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,lupaka gold
CA55067G1081,Lux Metals Corp. Registered Shares o.N.,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,lux metals corp. registered shares o.n.
CA55069Q3026,Luxxfolio Holdings Inc. Registered Shares o.N.,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,luxxfolio holdings inc. registered shares o.n.
CA55082H2063,Lycos Energy,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,lycos energy
CA55183P1071,Lynx Global Digital Finance,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,lynx global digital finance
CA55344L1022,MPX International,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,mpx international
CA55378N1078,MTY Food Group,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,mty food group
CA55379R2063,M3 Metals,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,m3 metals
CA55401M1005,MCF Energy,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,mcf energy
CA5589122004,Magellan Aerospace,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,magellan aerospace
CA5589221004,Magma Silver Corp. Registered Shares o.N.,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,magma silver corp. registered shares o.n.
CA55903Q1046,MAG Silver,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,mag silver
CA5592224011,Magna International,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,magna international
CA55925F1027,Magna Mining,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,magna mining
CA5609091031,Major Drilling Grp Intl,Stock,North America,Canada,CA,,,Unknown,CAD,False,43,major drilling grp intl
CA5609121077,Majestic Gold,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,majestic gold
CA5609151009,Mainstreet Equity,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,mainstreet equity
CA5626783008,Manganese X Energy,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,manganese x energy
CA56389K2074,Manning Ventures,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,manning ventures
CA5649051078,Maple Leaf Foods,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,maple leaf foods
CA56501R1064,Manulife Financial,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,manulife financial
CA5651276027,Maple Gold Mines Ltd. Registered Shares o.N.,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,maple gold mines ltd. registered shares o.n.
CA5652973069,Maple Leaf Green World,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,maple leaf green world
CA56658A4019,Margaret Lake Diamonds,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,margaret lake diamonds
CA56783M1068,Marimaca Copper Corp. Registered Shares o.N.,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,marimaca copper corp. registered shares o.n.
CA5734591046,Martinrea,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,martinrea
CA57383V1085,Marvel Discovery,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,marvel discovery
CA57532C1005,Mason Resources,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,mason resources
CA57637G1054,Mastercard Inc. Reg.Shs.(Canad.Depos.Receipts),Stock,North America,Canada,CA,,,Unknown,CAD,False,44,mastercard inc. reg.shs.(canad.depos.receipts)
CA5764871029,Matador Technologies,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,matador technologies
CA57722Y1025,Mattr,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,mattr
CA57767U1066,MAV Beauty Brands,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,mav beauty brands
CA57768L1058,Maven Brands,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,maven brands
CA57772U3073,Max Resource,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,max resource
CA57773Y2096,Maxim Power,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,maxim power
CA57778R1001,Max Power Mining,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,max power mining
CA57778V1013,Maxus Mining,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,maxus mining
CA57808L1076,Mayfair Gold,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,mayfair gold
CA5791761086,MCAN Mortgage,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,mcan mortgage
CA58404N3076,Medaro Mining Corp. Registered Shares New o.N.,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,medaro mining corp. registered shares new o.n.
CA58457V5036,Medical Facilities,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,medical facilities
CA58469E4085,Medicure,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,medicure
CA58501R1029,MedMira,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,medmira
CA58504D1006,MediPharm Labs,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,medipharm labs
CA58516W1041,Mega Uranium,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,mega uranium
CA58518J2002,MegaWatt Lithium and Battery Metals,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,megawatt lithium and battery metals
CA5854671032,Melcor Developments,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,melcor developments
CA5889141019,Meren Energy Inc. Registered Shares o.N.,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,meren energy inc. registered shares o.n.
CA59124U6051,Metalla Royalty & Str.,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,metalla royalty & str.
CA59125R1064,Metallis Resources,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,metallis resources
CA59126M1068,Metallic Minerals,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,metallic minerals
CA59132M1086,Metalsource Mining,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,metalsource mining
CA59140M2076,Metasphere Labs Inc. Registered Shares o.N.,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,metasphere labs inc. registered shares o.n.
CA59142H1073,Metavista3D,Stock,North America,Canada,CA,,,Unknown,CAD,False,44,metavista3d
CA59151K1084,Methanex,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,methanex
CA59162N1096,Metro INC,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,metro inc
CA5928192056,Mexican Gold Mining,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,mexican gold mining
CA59403F1053,Miata Metals,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,miata metals
CA5997841054,Military Metals,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,military metals
CA60041F1018,Millennial Potash,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,millennial potash
CA60250B1067,MiMedia Holdings,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,mimedia holdings
CA60250V1022,Minaean SP Construction,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,minaean sp construction
CA60252Q1019,Minaurum Gold,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,minaurum gold
CA6025321036,Minco Capital,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,minco capital
CA60254C1005,Minco Silver,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,minco silver
CA60255C8850,Mind Medicine (MindMed),Stock,North America,Canada,CA,,,Unknown,CAD,False,45,mind medicine (mindmed)
CA60256C2076,MINDBIO THERAPEUTICS CORP. Registered Shares o.N.,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,mindbio therapeutics corp. registered shares o.n.
CA6026871054,MindWalk Holdings Corp. Registered Shares o.N.,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,mindwalk holdings corp. registered shares o.n.
CA60273M2040,MineHub Technologies,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,minehub technologies
CA60283L1058,Minera Alamos Inc. Registered Shares o.N.,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,minera alamos inc. registered shares o.n.
CA60306F2008,Mineral Road Discovery Inc. Registered Shares o.N.,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,mineral road discovery inc. registered shares o.n.
CA6042501008,Minnova,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,minnova
CA6046801081,Mirasol Resources,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,mirasol resources
CA60686A4090,Mkango Resources,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,mkango resources
CA60743X1033,Mobilum Technologies,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,mobilum technologies
CA6076772004,Modern Plant Based Foods,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,modern plant based foods
CA60800C2085,Mogo,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,mogo
CA6080111025,Mogotes Metals Inc. Registered Shares o.N.,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,mogotes metals inc. registered shares o.n.
CA60855E1097,Molecule Holdings,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,molecule holdings
CA6087112067,Molson Coors Canada,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,molson coors canada
CA60916Q1090,Monarca Minerals,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,monarca minerals
CA61178L1013,Montage Gold,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,montage gold
CA61531Y1051,Monument Mining,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,monument mining
CA61634Q1081,Moovly Media,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,moovly media
CA6175771014,Morguard,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,morguard
CA62426E4022,Mountain Province Diam,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,mountain province diam
CA62430M1014,Mountain Valley MD Holdings,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,mountain valley md holdings
CA6252841045,Mullen Group,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,mullen group
CA6261351077,Mundoro Capital,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,mundoro capital
CA62821U1003,Mustang Energy,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,mustang energy
CA62822A1030,Mustgrow Biologics,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,mustgrow biologics
CA62849F4087,Mydecine Innovations Group Inc Registered Shares New o.N.,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,mydecine innovations group inc registered shares new o.n.
CA62857Y1097,Myriad Uranium,Stock,North America,Canada,CA,,,Unknown,CAD,False,45,myriad uranium
CA62910L1022,NFI Group,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,nfi group
CA62930A1021,NGEx Minerals,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,ngex minerals
CA62931J1021,NG Energy,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,ng energy
CA62955C1086,Nabati Foods Global,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,nabati foods global
CA62973P1071,NSJ Gold,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,nsj gold
CA63000Y1034,Nanalysis Scientific,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,nanalysis scientific
CA63010A1030,Nano One Materials,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,nano one materials
CA63010G1000,NanoXplore,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,nanoxplore
CA63010P2098,NanoSphere Health Sciences,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,nanosphere health sciences
CA6330671034,National Bank of Canada,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,national bank of canada
CA63906L1067,Naughty Ventures Corp. Registered Shares o.N.,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,naughty ventures corp. registered shares o.n.
CA64046G1063,Neo Performance Materials,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,neo performance materials
CA64064Y1043,Neotech Metals,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,neotech metals
CA64067L1094,Nepra Foods,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,nepra foods
CA64073L1013,Neptune Digital Assets,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,neptune digital assets
CA64082A1049,Nerds On Site,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,nerds on site
CA64082X2032,NervGen Pharma,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,nervgen pharma
CA64113H1029,Netflix Inc. Reg.Shs.(Canad.Depos.Receipts),Stock,North America,Canada,CA,,,Unknown,CAD,False,46,netflix inc. reg.shs.(canad.depos.receipts)
CA64119M1059,NetraMark Holdings Inc. Registered Shares o.N.,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,netramark holdings inc. registered shares o.n.
CA64129Y1079,NeutriSci International,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,neutrisci international
CA64134L1085,NEVADA LITHIUM RESOURCES,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,nevada lithium resources
CA6414921032,Nevada Sunrise Metals,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,nevada sunrise metals
CA64151W1023,Nevada Zinc,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,nevada zinc
CA6415361071,Nevgold,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,nevgold
CA64157G2009,New Age Metals,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,new age metals
CA6438181076,New Earth Resources Corp. Registered Shares o.N.,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,new earth resources corp. registered shares o.n.
CA64440N1033,New Found Gold,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,new found gold
CA6445351068,New Gold,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,new gold
CA64782A1075,New Pacific Metals,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,new pacific metals
CA6489261033,New World Solutions,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,new world solutions
CA65118M1032,Newcore Gold,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,newcore gold
CA6513462078,Newfoundland Discovery Corp. Registered Shares o.N.,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,newfoundland discovery corp. registered shares o.n.
CA65151R1001,Newlox Gold Ventures,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,newlox gold ventures
CA65290F1080,Nextgen Digital Platforms,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,nextgen digital platforms
CA6529371032,Nextech3D.AI,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,nextech3d.ai
CA65340P1062,NexGen Energy,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,nexgen energy
CA65341P1053,Nexoptic Technology,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,nexoptic technology
CA65343M2094,Nextsource Materials,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,nextsource materials
CA65344U1012,Nexus Industrial REIT,Stock,North America,Canada,CA,,,Unknown,CAD,False,46,nexus industrial reit
CA65344W1077,NEXE Innovations,Stock,North America,Canada,CA,,,Unknown,CAD,False,47,nexe innovations
CA65345J3038,Nexus Gold Corp. Registered Shares o.N.,Stock,North America,Canada,CA,,,Unknown,CAD,False,47,nexus gold corp. registered shares o.n.
CA65345K1021,NFT Technologies,Stock,North America,Canada,CA,,,Unknown,CAD,False,47,nft technologies
CA65345P2008,Nexus Uranium Corp. Registered Shares o.N.,Stock,North America,Canada,CA,,,Unknown,CAD,False,47,nexus uranium corp. registered shares o.n.
CA65345V1085,NeXGold Mining,Stock,North America,Canada,CA,,,Unknown,CAD,False,47,nexgold mining
CA65346E2042,NexMetals Mining Corp. Registered Shares o.N.,Stock,North America,Canada,CA,,,Unknown,CAD,False,47,nexmetals mining corp. registered shares o.n.
CA65347A1021,Nextleaf Solutions,Stock,North America,Canada,CA,,,Unknown,CAD,False,47,nextleaf solutions
CA65401N1078,NICKEL 28 CAPITAL CORP.,Stock,North America,Canada,CA,,,Unknown,CAD,False,47,nickel 28 capital corp.
CA65405R2037,Nicola Mining,Stock,North America,Canada,CA,,,Unknown,CAD,False,47,nicola mining
